yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-5.439,56.451
1989,7,19.7,11.1,,
1989,8,16.4,11.4,,
1989,9,15.5,8.8,,
1989,10,13.1,8.2,,
1989,11,9.4,4.1,,
1989,12,7,1.4,,
1990,1,8.6,4,,
1990,2,8.1,3,,
1990,3,9.7,5,,
1990,4,10.6,4,,
1990,5,16,6.7,,
1990,6,15.6,9.3,,
1990,7,---,---,,
1990,8,17.3,11.9,,
1990,9,14.4,8.5,,
1990,10,12.9,8.4,,
1990,11,9.2,3.9,,
1990,12,7.9,2.8,,
1991,1,6.2,1.4,,
1991,2,6.1,0.4,,
1991,3,10.3,3.9,,
1991,4,10.8,4.8,,
1991,5,13.8,6.9,,
1991,6,14.8,7.6,,
1991,7,19.7,12.3,,
1991,8,18.1,12.1,,
1991,9,16.6,9,,
1991,10,12.4,6.7,,
1991,11,9.4,4.3,,
1991,12,8.7,3.8,,
1992,1,7.8,2.6,,
1992,2,8.5,3.7,,
1992,3,9,4.3,,
1992,4,10.5,5,,
1992,5,16.6,8,,
1992,6,17.8,10.5,,
1992,7,16.7,10.8,,
1992,8,16.1,10.4,,
1992,9,14.5,8.5,,
1992,10,10.9,4.2,,
1992,11,9.5,4,,
1992,12,6.8,2.3,,
1993,1,8.1,2.3,,
1993,2,8.4,4.4,,
1993,3,9.2,3,,
1993,4,11.6,5.2,,
1993,5,14.6,6.6,,
1993,6,16.5,10,,
1993,7,15.3,10,,
1993,8,15.8,9.6,,
1993,9,15.4,8,,
1993,10,11.1,5,,
1993,11,8.2,3.3,,
1993,12,6.6,1.6,,
1994,1,7,2,,
1994,2,5.8,1.2,,
1994,3,8.1,2.7,,
1994,4,10.3,3.6,,
1994,5,14.5,5.8,,
1994,6,14.1,8.9,,
1994,7,18.4,11.2,,
1994,8,17,10.1,,
1994,9,14.7,8.2,,
1994,10,12.2,6.7,,
1994,11,11.8,7.9,,
1994,12,8.7,3.6,,
1995,1,6.9,1.2,,
1995,2,7.5,2.3,,
1995,3,6.8,1.5,,
1995,4,10.6,4.2,,
1995,5,13.7,6.5,,
1995,6,17.5,9.1,,
1995,7,19.3,12.3,,
1995,8,21.2,12.4,,
1995,9,16.1,9,,
1995,10,14.5,9.2,,
1995,11,10.6,5.2,,
1995,12,---,---,,
1996,1,---,---,,
1996,2,6.5,0.8,,
1996,3,8,2.2,,
1996,4,11.3,5.4,,
1996,5,12.7,5,,
1996,6,16.1,8.4,,
1996,7,16.6,10.6,,
1996,8,18.1,11.6,,
1996,9,17.2,9.9,,
1996,10,13.7,8.8,,
1996,11,8.5,3.1,,
1996,12,7,1.7,,
1997,1,6.8,1.5,,
1997,2,8.6,3,,
1997,3,10.3,5,,
1997,4,12,5.8,,
1997,5,15.5,6.9,,
1997,6,16.9,9,,
1997,7,18.6,11.8,,
1997,8,20.4,12.7,,
1997,9,15.6,9.2,,
1997,10,12.8,7,,
1997,11,---,---,,
1997,12,8.9,3.8,,
1998,1,8,2.6,,
1998,2,9.9,6.3,,
1998,3,9.6,4.5,,
1998,4,10.5,4.3,,
1998,5,14.9,8,,
1998,6,16.1,8.7,,
1998,7,16.6,11.2,,
1998,8,16.8,11.4,,
1998,9,17.3,10.7,,
1998,10,12.1,6.6,,
1998,11,9.7,4.2,,
1998,12,9.5,4,,
1999,1,7.4,2.7,,
1999,2,7.5,2.7,,
1999,3,9.4,3.8,,
1999,4,12.1,5.7,,
1999,5,15.2,8,,
1999,6,15.8,8.7,,
1999,7,18.4,11.5,,
1999,8,19.1,10.9,,
1999,9,17.3,11.1,,
1999,10,13.5,8.8,,
1999,11,10.2,4.5,,
1999,12,7.2,2,,
2000,1,8.3,3.2,,
2000,2,8.4,3.3,,
2000,3,9.8,4.7,,
2000,4,11.3,3.8,,
2000,5,16.7,6.7,,
2000,6,16.4,9.6,,
2000,7,19.3,10.7,,
2000,8,19.1,11.5,,
2000,9,16.5,10.9,,
2000,10,12.9,7.8,,
2000,11,9.4,4.6,,
2000,12,8,3,,
2001,1,6.5,0.6,,
2001,2,7.3,2,,
2001,3,9.4,2.5,,
2001,4,12,4.9,,
2001,5,16.6,7.7,,
2001,6,15.7,9,,
2001,7,17.6,11.4,,
2001,8,17.9,11.4,,
2001,9,16.1,9.7,,
2001,10,14.9,10.3,,
2001,11,10.9,5.7,,
2001,12,8.2,1.9,,
2002,1,9.5,5.1,,
2002,2,8.6,3.5,,
2002,3,10.4,4.4,,
2002,4,12.3,5.7,,
2002,5,15.2,7.7,,
2002,6,16.3,10.7,,
2002,7,16.9,10.8,,
2002,8,18.8,12,,
2002,9,17.4,10,,
2002,10,11.8,6.3,,
2002,11,10.5,6.6,,
2002,12,7.9,3.6,,
2003,1,7.6,2.2,,
2003,2,8.1,2.2,,
2003,3,11.4,3.8,,
2003,4,14.4,6.1,,
2003,5,13.9,7.7,,
2003,6,17.6,11,,
2003,7,19.8,12.7,,
2003,8,20,11.7,,
2003,9,16.5,9.5,,
2003,10,12.4,5.7,,
2003,11,---,---,,
2003,12,8.2,2.4,,
2004,1,7.9,3.1,,
2004,2,8.2,1.8,,
2004,3,9.8,3.5,,
2004,4,12.1,6.2,,
2004,5,---,---,,
2004,6,16,10.1,,
2004,7,17.6,10.7,,
2004,8,19.6,12.6,,
2004,9,---,---,,
2004,10,---,---,,
2004,11,10.4,6.3,,
2004,12,9.3,3.9,,
2005,1,---,---,,
2005,2,7.5,2.5,,
2005,3,10.4,4.4,,
2005,4,11.8,5.6,,
2005,5,13.6,6,,
2005,6,16.9,10.1,,
2005,7,18,10.9,,
2005,8,17.7,10.9,,
2005,9,16.4,11.1,,
2005,10,---,---,,
2005,11,9.6,4.3,,
2005,12,8.1,3.2,,
2006,1,7.6,2.7,,
2006,2,7.9,1.8,,
2006,3,7.9,1.9,,
2006,4,10.8,3.5,,
2006,5,14.8,7.1,,
2006,6,17.5,10,,
2006,7,20.4,12.3,,
2006,8,17.6,11.2,,
2006,9,17.6,11.6,,
2006,10,14.5,9.1,,
2006,11,10.4,5.6,,
2006,12,8.6,4.6,,
2007,1,8.9,4.1,,
2007,2,8.4,3.7,,
2007,3,10.2,3.6,,
2007,4,14.1,6.4,,
2007,5,14,6.7,,
2007,6,17.5,10.5,,
2007,7,17.3,11,,
2007,8,16.8,10.9,,
2007,9,14.8,9.8,,
2007,10,14,8.4,,
2007,11,10.6,5.8,,
2007,12,8.6,3.2,,
2008,1,---,---,,
2008,2,---,---,,
2008,3,---,---,,
2008,4,11,3.6,,
2008,5,17.5,8.7,,
2008,6,16.1,9,,
2008,7,18.5,12.4,,
2008,8,17.7,12.1,,
2008,9,15.6,10.1,,
2008,10,12.1,6.5,,
2008,11,9.5,4.7,,
2008,12,7.2,1.5,,
2009,1,7.3,2.2,,
2009,2,7.2,2.7,,
2009,3,9.5,3.6,,
2009,4,13.2,6.4,,
2009,5,14.5,7.2,,
2009,6,18.2,9.7,,
2009,7,18.5,11.9,,
2009,8,17.4,12.1,,
2009,9,15.9,10.8,,
2009,10,13.6,8.4,,
2009,11,10,5.1,,
2009,12,5.5,0.2,,
2010,1,5.3,-0.1,,
2010,2,5.7,-0.5,,
2010,3,9.1,2.4,,
2010,4,12.3,4.5,,
2010,5,14.2,6,,
2010,6,18.4,10.4,,
2010,7,17.2,11.8,,
2010,8,17.1,10.4,,
2010,9,16.3,10.1,,
2010,10,13.5,7.3,,
2010,11,7.9,2.2,,
2010,12,4.2,-2.1,,
2011,1,6.6,1.6,,
2011,2,8.1,3,,
2011,3,9.4,3.4,,
2011,4,14.5,6.8,,
2011,5,13.7,8,,
2011,6,15.4,8.7,,
2011,7,18.5,10.4,,
2011,8,16.6,10.6,,
2011,9,16.1,10.8,,
2011,10,13.5,9.2,,
2011,11,12.4,7.2,,
