yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-0.624,54.481
1982,12,6.8,0.7,,
1983,1,9,2.9,,
1983,2,4.5,-0.5,,
1983,3,9.1,3.5,,
1983,4,8.3,2.6,,
1983,5,10.8,5.7,,
1983,6,15.4,9.1,,
1983,7,19.4,12.5,,
1983,8,18.7,12,,
1983,9,16.2,9.8,,
1983,10,13.2,8.2,,
1983,11,9.7,5.2,,
1983,12,8.2,2.8,,
1984,1,5.5,1.5,,
1984,2,5.8,1,,
1984,3,6,2.5,,
1984,4,10.1,2.9,,
1984,5,10.3,5.1,,
1984,6,15.8,9.8,,
1984,7,18.4,11.3,,
1984,8,18.5,12,,
1984,9,15.5,10.6,,
1984,10,14.1,7.3,,
1984,11,10.1,6.4,,
1984,12,7.8,2.8,,
1985,1,4.5,-0.5,,
1985,2,5.3,-0.2,,
1985,3,7.6,1.4,,
1985,4,10.5,4.9,,
1985,5,11.5,6.2,,
1985,6,14.2,7.9,,
1985,7,18.2,11.8,,
1985,8,---,---,,
1985,9,17.2,10.4,,
1985,10,13.8,7.9,,
1985,11,7.2,2.2,,
1985,12,8.3,4,,
1986,1,5.9,0.4,,
1986,2,2.2,-1.8,,
1986,3,8.2,1.2,,
1986,4,7.8,1.8,,
1986,5,14.3,7.3,,
1986,6,16,9.3,,
1986,7,18.8,11.5,,
1986,8,15.3,9.4,,
1986,9,15.3,7.2,,
1986,10,13.6,7,,
1986,11,10.6,4.3,,
1986,12,8.6,2.5,,
1987,1,3.9,-0.7,,
1987,2,6.8,1,,
1987,3,6.4,0.4,,
1987,4,12.4,5.7,,
1987,5,11.1,5.2,,
1987,6,14.1,8.3,,
1987,7,17.4,11.7,,
1987,8,17.4,11.5,,
1987,9,16.4,9,,
1987,10,12.3,5.8,,
1987,11,9,4.3,,
1987,12,8.7,3.7,,
1988,1,7.2,2.5,,
1988,2,7.2,2.2,,
1988,3,8.3,2.4,,
1988,4,10.2,4,,
1988,5,12.4,6.4,,
1988,6,15.7,9.3,,
1988,7,17.2,10.8,,
1988,8,18,10.9,,
1988,9,16,9.3,,
1988,10,12.3,7.4,,
1988,11,9,3.1,,
1988,12,10,4.7,,
1989,1,9.1,3,,
1989,2,9.1,1.7,,
1989,3,10.3,1.7,,
1989,4,8.6,1.6,,
1989,5,14.8,5.8,,
1989,6,17.1,8.1,,
1989,7,19.3,12.1,,
1989,8,19.7,11.7,,
1989,9,17.5,10.3,,
1989,10,14.3,8.6,,
1989,11,9.5,5,,
1989,12,7.5,2.7,,
1990,1,8.8,3.3,,
1990,2,9.5,3.8,,
1990,3,11.6,4.5,,
1990,4,11.4,3.9,,
1990,5,14.1,6.9,,
1990,6,16.4,9.9,,
1990,7,18.5,11,,
1990,8,21.2,13.4,,
1990,9,15.2,9.4,,
1990,10,14.2,9.1,,
1990,11,9.3,5.4,,
1990,12,7.6,3,,
1991,1,5.6,0.2,,
1991,2,5.1,0.1,,
1991,3,10,4.6,,
1991,4,10,4,,
1991,5,12.4,7.2,,
1991,6,15,8.2,,
1991,7,19.3,12.6,,
1991,8,20.5,12.6,,
1991,9,17.1,10,,
1991,10,12,7.7,,
1991,11,9.4,3.4,,
1991,12,8.2,2,,
1992,1,7,1.4,,
1992,2,9,2.9,,
1992,3,9.7,4.5,,
1992,4,11.5,6.2,,
1992,5,14.9,7.6,,
1992,6,17.4,11.1,,
1992,7,18.7,11.7,,
1992,8,19,10.5,,
1992,9,15.8,9.6,,
1992,10,10,5,,
1992,11,10,3.7,,
1992,12,6.6,1.8,,
1993,1,8.3,2.6,,
1993,2,7.5,3.9,,
1993,3,9.5,3.2,,
1993,4,10.4,5.6,,
1993,5,12.3,7.6,,
1993,6,17.1,9.6,,
1993,7,18.3,11.5,,
1993,8,16.9,10.7,,
1993,9,14.6,9.7,,
1993,10,10.9,5.9,,
1993,11,7,2.8,,
1993,12,7.3,2.8,,
1994,1,7.1,2.3,,
1994,2,5,0.6,,
1994,3,10.3,4.7,,
1994,4,11.1,5.3,,
1994,5,11.5,6.3,,
1994,6,17.6,10.3,,
1994,7,20.2,13.4,,
1994,8,18.4,12.3,,
1994,9,14.8,8.4,,
1994,10,12.4,6.6,,
1994,11,11.9,6.7,,
1994,12,8.7,3.3,,
1995,1,6.8,0.6,,
1995,2,8.9,3.3,,
1995,3,8.4,2.6,,
1995,4,10.9,5.7,,
1995,5,14.3,8,,
1995,6,14.4,9,,
1995,7,20.5,13.2,,
1995,8,19.7,12.9,,
1995,9,15.3,10.9,,
1995,10,16.2,9.4,,
1995,11,10.3,5.7,,
1995,12,5.4,0.1,,
1996,1,5.6,1.8,,
1996,2,5.4,0.6,,
1996,3,4.7,2,,
1996,4,11.2,3.5,,
1996,5,11.7,6.1,,
1996,6,17.4,9.2,,
1996,7,18.9,11.7,,
1996,8,18.9,12.6,,
1996,9,15.6,10.9,,
1996,10,14.7,8.2,,
1996,11,8.7,2.6,,
1996,12,6.2,-0.7,,
1997,1,6.2,0.2,,
1997,2,9.5,3.5,,
1997,3,11.3,4.5,,
1997,4,11.5,5.3,,
1997,5,13.6,6.6,,
1997,6,15.6,10.1,,
1997,7,18.4,12.3,,
1997,8,20.3,13.4,,
1997,9,17.1,9.4,,
1997,10,13,6.8,,
1997,11,10.7,6.1,,
1997,12,8.6,4.4,,
1998,1,7.7,3.1,,
1998,2,11.5,5.3,,
1998,3,10.2,3.1,,
1998,4,10,3.6,,
1998,5,13.8,7.4,,
1998,6,17,10.6,,
1998,7,18.2,12.3,,
1998,8,18.2,11.8,,
1998,9,---,10.3,,
1998,10,13.1,7.5,,
1998,11,8.8,3.8,,
1998,12,8.8,3.1,,
1999,1,8.4,2.8,,
1999,2,8,1.5,,
