yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-6.318,58.214
1891,7,15,9.1,,
1891,8,14.6,9.1,,
1891,9,14.1,8.6,,
1891,10,11.3,5.3,,
1891,11,8.3,1.7,,
1891,12,7.1,2.2,,
1892,1,5.4,-0.6,,
1892,2,5.7,-0.6,,
1892,3,5.5,-0.8,,
1892,4,9.1,1.2,,
1892,5,11.6,4.7,,
1892,6,13.5,6.3,,
1892,7,14.4,8.5,,
1892,8,14.6,9,,
1892,9,12.6,6.1,,
1892,10,8.6,3,,
1892,11,9.3,3.6,,
1892,12,5.3,0.4,,
1893,1,5.6,0.5,,
1893,2,6.4,0.7,,
1893,3,8.8,2.3,,
1893,4,11.4,3.5,,
1893,5,13.7,7.3,,
1893,6,16.3,8.6,,
1893,7,16.8,10.1,,
1893,8,16.7,10.9,,
1893,9,13.7,7.3,,
1893,10,10.8,5.4,,
1893,11,6.6,1.6,,
1893,12,7.8,2.3,,
1894,1,5.8,0.9,,
1894,2,6.5,0.9,,
1894,3,8.9,2,,
1894,4,11.8,4.2,,
1894,5,10.7,2.5,,
1894,6,14.4,9.3,,
1894,7,17.1,11.4,,
1894,8,14.8,10.7,,
1894,9,13.4,7,,
1894,10,11,4,,
1894,11,10.1,5,,
1894,12,8,2.6,,
1895,1,3.7,-1.3,,
1895,2,5.1,-2.6,,
1895,3,7.6,0.7,,
1895,4,9.9,3.5,,
1895,5,14.5,6.5,,
1895,6,16.1,7.8,,
1895,7,15,9.2,,
1895,8,16.5,10.3,,
1895,9,15.9,9.7,,
1895,10,9.1,2.8,,
1895,11,8.7,2.2,,
1895,12,6.5,1.4,,
1896,1,7.6,2,,
1896,2,8.8,4.4,,
1896,3,7.9,1.8,,
1896,4,10.4,4.6,,
1896,5,14.4,7.4,,
1896,6,15,9.2,,
1896,7,15.4,9.5,,
1896,8,14.7,9.3,,
1896,9,14.3,7.4,,
1896,10,8.5,2.4,,
1896,11,8.9,4.2,,
1896,12,6.9,0.9,,
1897,1,4.6,-0.3,,
1897,2,7.2,1.3,,
1897,3,6.8,1.7,,
1897,4,9.1,1.8,,
1897,5,10.4,3.6,,
1897,6,14.8,7.8,,
1897,7,17,9.9,,
1897,8,17.2,10.9,,
1897,9,13.1,6.6,,
1897,10,12,5.3,,
1897,11,9.6,3.9,,
1897,12,7,1.3,,
1898,1,8.6,3.5,,
1898,2,6,0.5,,
1898,3,7.3,1.2,,
1898,4,10.4,3.8,,
1898,5,11.1,3.9,,
1898,6,14.7,8.1,,
1898,7,14.8,8.6,,
1898,8,15.8,9.3,,
1898,9,15.6,8.2,,
1898,10,13.6,6,,
1898,11,8.9,3.3,,
1898,12,8.1,2,,
1899,1,5.7,0.6,,
1899,2,7.7,1.5,,
1899,3,7.6,1.2,,
1899,4,8.7,2.1,,
1899,5,12,4.2,,
1899,6,16.4,8.5,,
1899,7,17.2,10.3,,
1899,8,19.6,10.3,,
1899,9,14,7.1,,
1899,10,11.9,5.2,,
1899,11,11,5.1,,
1899,12,7,1.8,,
1900,1,6.8,1.7,,
1900,2,5.3,-1.3,,
1900,3,6.9,0.5,,
1900,4,10,3.7,,
1900,5,12,4.9,,
1900,6,16.5,8.8,,
1900,7,16.1,10.2,,
1900,8,16.7,9.2,,
1900,9,14.4,7.4,,
1900,10,10.5,3.5,,
1900,11,8.8,3.2,,
1900,12,8.9,3.1,,
1901,1,6.5,1.8,,
1901,2,6,0.4,,
1901,3,6.5,0.8,,
1901,4,9.8,2.9,,
1901,5,14.8,5.4,,
1901,6,14.4,7.7,,
1901,7,18,10.6,,
1901,8,16,9.6,,
1901,9,17.2,8.6,,
1901,10,12.2,3.8,,
1901,11,9.5,2.8,,
1901,12,6.2,0.9,,
1902,1,6.8,0.4,,
1902,2,5.8,-0.5,,
1902,3,8.6,2,,
1902,4,11.3,2.8,,
1902,5,10.7,3.7,,
1902,6,14.9,7.4,,
1902,7,14.9,7.8,,
1902,8,15.4,8.1,,
1902,9,14.9,8.5,,
1902,10,12.8,4.7,,
1902,11,10.8,4.9,,
1902,12,7.9,2.3,,
1903,1,6.7,1.3,,
1903,2,8.7,2.7,,
1903,3,8,1.8,,
1903,4,9.2,2.8,,
1903,5,11.8,4,,
1903,6,14.9,6.1,,
1903,7,15.5,7.7,,
1903,8,15.4,7.8,,
1903,9,15.6,8,,
1903,10,10.9,5.3,,
1903,11,8.4,3.5,,
1903,12,6.4,0.7,,
1904,1,7.4,1.7,,
1904,2,5.5,1,,
1904,3,7.2,0.6,,
1904,4,9.3,3.2,,
1904,5,11.9,4.8,,
1904,6,15.4,8.5,,
1904,7,16.8,9.5,,
1904,8,15.9,9.3,,
1904,9,15.3,7.5,,
1904,10,11.7,6.1,,
1904,11,8,3,,
1904,12,7.4,2.8,,
1905,1,7.9,2.9,,
1905,2,7.2,1.5,,
1905,3,8.4,3.2,,
1905,4,8.3,2.3,,
1905,5,12.1,5.3,,
1905,6,17,9,,
1905,7,16.6,10.7,,
1905,8,15.3,9.5,,
1905,9,14.6,8,,
1905,10,9.5,4.3,,
1905,11,8,3.3,,
1905,12,8.3,3.8,,
1906,1,7.1,2.5,,
1906,2,4.9,-0.2,,
1906,3,7.1,0.5,,
1906,4,9.5,1.9,,
1906,5,10.2,4.3,,
1906,6,15.2,8.4,,
1906,7,15.8,8.8,,
1906,8,16.7,10,,
1906,9,16.4,8.7,,
1906,10,12.9,5.4,,
1906,11,9.4,4.7,,
1906,12,6.5,1.2,,
1907,1,6.8,2.7,,
1907,2,6.3,0.4,,
1907,3,8.3,2.1,,
1907,4,10,3.9,,
1907,5,11.6,5.8,,
1907,6,12.8,7.5,,
1907,7,14.9,9,,
1907,8,13.7,8.4,,
1907,9,14.6,8.1,,
1907,10,11.6,5.4,,
1907,11,8.9,3.1,,
1907,12,6.8,2.7,,
1908,1,7.2,2.1,,
1908,2,7.3,2.8,,
1908,3,7.2,1.4,,
1908,4,8.6,2.4,,
1908,5,12.9,6.5,,
1908,6,14.7,8.6,,
1908,7,15.2,10.2,,
1908,8,15.1,9.2,,
1908,9,13.9,7.9,,
1908,10,14,9.4,,
1908,11,10.3,5.1,,
1908,12,7.9,3.3,,
1909,1,7.1,2.3,,
1909,2,7.5,2.9,,
1909,3,6,-0.1,,
1909,4,10.2,3.9,,
1909,5,12.2,5.4,,
1909,6,13.4,8,,
1909,7,15,9.9,,
1909,8,15.2,9.6,,
1909,9,14,7.6,,
1909,10,10.9,6,,
1909,11,7.8,3,,
1909,12,5.5,0.1,,
1910,1,5.7,0.7,,
1910,2,6.5,0.7,,
1910,3,8.7,3.3,,
1910,4,8.2,2.1,,
1910,5,13,6.1,,
1910,6,15.5,8.8,,
1910,7,14.9,9.2,,
1910,8,16.2,10.7,,
1910,9,14.4,9,,
1910,10,12.2,6.2,,
1910,11,5.9,1.4,,
1910,12,7.6,3.9,,
1911,1,7.3,3.3,,
1911,2,7.8,2.3,,
1911,3,7.9,1.6,,
1911,4,9.5,3.2,,
1911,5,13.6,6.6,,
1911,6,15.1,9.1,,
1911,7,16.6,9.5,,
1911,8,17.2,11,,
1911,9,14.1,8.4,,
1911,10,11,4.8,,
1911,11,7.6,1.7,,
1911,12,8.1,3.6,,
1912,1,6.2,2.1,,
1912,2,6.9,1.2,,
1912,3,8.7,2.9,,
1912,4,10.1,4.2,,
1912,5,12,6.1,,
1912,6,13.9,8.7,,
1912,7,15.4,10,,
1912,8,13.5,7.9,,
1912,9,13,7,,
1912,10,10.7,5.3,,
1912,11,7.6,3.4,,
1912,12,7.7,2.3,,
1913,1,6.6,3.2,,
1913,2,7.5,2.8,,
1913,3,7.3,1.4,,
1913,4,9.4,3,,
1913,5,11.7,6.4,,
1913,6,14.5,8.9,,
1913,7,15.5,10.1,,
1913,8,16,10,,
1913,9,14.6,8,,
1913,10,12.2,6.6,,
1913,11,9.8,4.5,,
1913,12,7.1,3.4,,
1914,1,6.8,2.9,,
1914,2,7.8,2.6,,
1914,3,7.7,1.6,,
1914,4,11.3,5.6,,
1914,5,11.3,5.4,,
1914,6,15,8.6,,
1914,7,16.7,10.2,,
1914,8,16.9,10.6,,
1914,9,14.4,8.8,,
1914,10,12.5,7.4,,
1914,11,8.9,3.4,,
1914,12,5.9,1.1,,
1915,1,6,1.5,,
1915,2,5.9,1.6,,
1915,3,7.3,1.9,,
1915,4,9.6,3.8,,
1915,5,11.5,4.3,,
1915,6,14.6,8.2,,
1915,7,15.4,9.3,,
1915,8,16.1,11.1,,
1915,9,14.5,8.7,,
1915,10,12.3,6.7,,
1915,11,6.8,2.4,,
1915,12,5.6,1.4,,
1916,1,8.9,4.1,,
1916,2,5.7,1.1,,
1916,3,5.7,0.6,,
1916,4,9.5,3.6,,
1916,5,11.7,5.3,,
1916,6,12.6,7.7,,
1916,7,15.5,10.4,,
1916,8,16.4,10.2,,
1916,9,14.2,9.1,,
1916,10,11.5,6,,
1916,11,9.5,5.3,,
1916,12,6.1,1.8,,
1917,1,4.3,0.6,,
1917,2,6.4,1,,
1917,3,6.4,1.5,,
1917,4,7.4,1.2,,
1917,5,12.4,5.9,,
1917,6,14.6,8.2,,
1917,7,17.4,10.7,,
1917,8,17.5,11.1,,
1917,9,14.4,8.6,,
1917,10,8.7,3.3,,
1917,11,9.2,4.2,,
1917,12,6.2,1.7,,
1918,1,4.9,-0.2,,
1918,2,8.2,3.4,,
1918,3,8.3,3,,
1918,4,9.9,2.9,,
1918,5,13.6,7.4,,
1918,6,14.2,8,,
1918,7,16,10.1,,
1918,8,15.9,11.1,,
1918,9,11.7,5.6,,
1918,10,11,5.2,,
1918,11,9,4.1,,
1918,12,7.5,3.3,,
1919,1,6,1.7,,
1919,2,5.4,0.3,,
1919,3,5.7,-0.1,,
1919,4,9.2,3.7,,
1919,5,14.5,7.3,,
1919,6,13.4,8.4,,
1919,7,14.1,9.5,,
1919,8,14.9,10.5,,
1919,9,13.3,8.4,,
1919,10,10.5,5.1,,
1919,11,5.7,0.9,,
1919,12,6.2,2.1,,
1920,1,6.6,---,,
1920,2,8.2,---,,
1920,3,8.3,---,,
1920,4,9.1,4.1,,
1920,5,12,6.6,,
1920,6,15.9,9.4,,
1920,7,15.4,9.6,,
1920,8,14.7,9,,
1920,9,14.1,8.2,,
1920,10,13.4,8.5,,
