,yyyy,mm,tmax,tmin,latitude,longitude,location,distance
329,1986,5,13.7,8.7,0.285,50.759,eastbourne,0.0
330,1986,6,18.7,12.3,0.285,50.759,eastbourne,0.0
331,1986,7,19.8,14.1,0.285,50.759,eastbourne,0.0
332,1986,8,18.3,12.7,0.285,50.759,eastbourne,0.0
333,1986,9,16.1,9.7,0.285,50.759,eastbourne,0.0
334,1986,10,15.3,10.4,0.285,50.759,eastbourne,0.0
335,1986,11,12.2,7.1,0.285,50.759,eastbourne,0.0
336,1986,12,9.9,4.8,0.285,50.759,eastbourne,0.0
337,1987,1,3.4,-0.4,0.285,50.759,eastbourne,0.0
338,1987,2,6.7,2.1,0.285,50.759,eastbourne,0.0
339,1987,3,7.6,2.3,0.285,50.759,eastbourne,0.0
340,1987,4,12.9,7.3,0.285,50.759,eastbourne,0.0
341,1987,5,14.4,7.7,0.285,50.759,eastbourne,0.0
342,1987,6,16.6,11.3,0.285,50.759,eastbourne,0.0
343,1987,7,19.7,14.1,0.285,50.759,eastbourne,0.0
344,1987,8,20,13.8,0.285,50.759,eastbourne,0.0
345,1987,9,18.3,12.9,0.285,50.759,eastbourne,0.0
346,1987,10,14.8,10.1,0.285,50.759,eastbourne,0.0
347,1987,11,10.5,5.8,0.285,50.759,eastbourne,0.0
348,1987,12,8.7,4.9,0.285,50.759,eastbourne,0.0
349,1988,1,9.1,4.9,0.285,50.759,eastbourne,0.0
350,1988,2,8.4,3.2,0.285,50.759,eastbourne,0.0
351,1988,3,9.9,4.9,0.285,50.759,eastbourne,0.0
352,1988,4,11.6,5.8,0.285,50.759,eastbourne,0.0
353,1988,5,15.9,10.2,0.285,50.759,eastbourne,0.0
354,1988,6,17.6,11.9,0.285,50.759,eastbourne,0.0
355,1988,7,18.1,13.7,0.285,50.759,eastbourne,0.0
356,1988,8,19.2,13.8,0.285,50.759,eastbourne,0.0
357,1988,9,17.7,12.5,0.285,50.759,eastbourne,0.0
358,1988,10,15.1,10.7,0.285,50.759,eastbourne,0.0
359,1988,11,10.2,5.1,0.285,50.759,eastbourne,0.0
360,1988,12,10.3,6.6,0.285,50.759,eastbourne,0.0
361,1989,1,9.6,5.4,0.285,50.759,eastbourne,0.0
362,1989,2,9.6,4.9,0.285,50.759,eastbourne,0.0
363,1989,3,11.2,6.4,0.285,50.759,eastbourne,0.0
364,1989,4,10.7,5.3,0.285,50.759,eastbourne,0.0
365,1989,5,17.4,10.7,0.285,50.759,eastbourne,0.0
366,1989,6,18.9,12.1,0.285,50.759,eastbourne,0.0
367,1989,7,22.2,15.5,0.285,50.759,eastbourne,0.0
368,1989,8,21.6,14.7,0.285,50.759,eastbourne,0.0
369,1989,9,19.8,13.7,0.285,50.759,eastbourne,0.0
370,1989,10,16.7,11.5,0.285,50.759,eastbourne,0.0
371,1989,11,11.3,5.9,0.285,50.759,eastbourne,0.0
372,1989,12,9.7,5.4,0.285,50.759,eastbourne,0.0
373,1990,1,10.2,6.3,0.285,50.759,eastbourne,0.0
374,1990,2,11,7.1,0.285,50.759,eastbourne,0.0
375,1990,3,11.7,6.8,0.285,50.759,eastbourne,0.0
376,1990,4,13.1,6,0.285,50.759,eastbourne,0.0
377,1990,5,17.6,10.3,0.285,50.759,eastbourne,0.0
378,1990,6,17.1,11.8,0.285,50.759,eastbourne,0.0
379,1990,7,20.3,13.9,0.285,50.759,eastbourne,0.0
380,1990,8,22.3,15.8,0.285,50.759,eastbourne,0.0
381,1990,9,18.5,11.5,0.285,50.759,eastbourne,0.0
382,1990,10,16,11.5,0.285,50.759,eastbourne,0.0
383,1990,11,10.8,7.1,0.285,50.759,eastbourne,0.0
384,1990,12,7.9,4.4,0.285,50.759,eastbourne,0.0
385,1991,1,7.7,4.4,0.285,50.759,eastbourne,0.0
386,1991,2,4.8,0.3,0.285,50.759,eastbourne,0.0
387,1991,3,10.7,5.8,0.285,50.759,eastbourne,0.0
388,1991,4,12,5.7,0.285,50.759,eastbourne,0.0
389,1991,5,14.2,7.7,0.285,50.759,eastbourne,0.0
390,1991,6,15.2,10.5,0.285,50.759,eastbourne,0.0
391,1991,7,19.7,14.4,0.285,50.759,eastbourne,0.0
392,1991,8,21.1,15.1,0.285,50.759,eastbourne,0.0
393,1991,9,19.5,13.2,0.285,50.759,eastbourne,0.0
394,1991,10,14.5,9.3,0.285,50.759,eastbourne,0.0
395,1991,11,10.8,5.9,0.285,50.759,eastbourne,0.0
396,1991,12,8.8,4.3,0.285,50.759,eastbourne,0.0
397,1992,1,7.1,3.2,0.285,50.759,eastbourne,0.0
398,1992,2,8.7,4,0.285,50.759,eastbourne,0.0
399,1992,3,10.5,6.2,0.285,50.759,eastbourne,0.0
400,1992,4,12.4,7,0.285,50.759,eastbourne,0.0
401,1992,5,17.7,10.9,0.285,50.759,eastbourne,0.0
402,1992,6,19.4,12.5,0.285,50.759,eastbourne,0.0
403,1992,7,20.2,14.6,0.285,50.759,eastbourne,0.0
404,1992,8,19.6,15,0.285,50.759,eastbourne,0.0
405,1992,9,17.6,13,0.285,50.759,eastbourne,0.0
406,1992,10,13.1,7.4,0.285,50.759,eastbourne,0.0
407,1992,11,12.4,7.2,0.285,50.759,eastbourne,0.0
408,1992,12,8.2,4,0.285,50.759,eastbourne,0.0
409,1993,1,10.1,5.5,0.285,50.759,eastbourne,0.0
410,1993,2,7.4,3.4,0.285,50.759,eastbourne,0.0
411,1993,3,9.7,4.3,0.285,50.759,eastbourne,0.0
412,1993,4,13,7.9,0.285,50.759,eastbourne,0.0
413,1993,5,16,10.3,0.285,50.759,eastbourne,0.0
414,1993,6,18.7,13,0.285,50.759,eastbourne,0.0
415,1993,7,18.9,13.8,0.285,50.759,eastbourne,0.0
416,1993,8,19.4,13.3,0.285,50.759,eastbourne,0.0
417,1993,9,17.2,11.2,0.285,50.759,eastbourne,0.0
418,1993,10,13.2,8.4,0.285,50.759,eastbourne,0.0
419,1993,11,8.9,4.1,0.285,50.759,eastbourne,0.0
420,1993,12,9.7,5.4,0.285,50.759,eastbourne,0.0
421,1994,1,9.1,5,0.285,50.759,eastbourne,0.0
422,1994,2,7.5,2.9,0.285,50.759,eastbourne,0.0
423,1994,3,10.9,6.1,0.285,50.759,eastbourne,0.0
424,1994,4,11.7,5.7,0.285,50.759,eastbourne,0.0
425,1994,5,14,8.9,0.285,50.759,eastbourne,0.0
